,index,name,address,rating,author,text,review_rating,neg,neu,pos,compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
1306,1310,Serafina Italian Restaurant Time Hotel,"224 W 49th St, New York, NY 10019, USA",4.0,Scott Tucker,"Great spot for dinner before a show. Cozy atmosphere, superior service and excellent food! The truffle ravioli and the truffle pizza are amazing. Splurge on the Santa Rosa pistachio dessert!",5.0,0.0,0.614,0.386,0.9492,0.0024453592,0.008936506,0.98861814,0.9894183
1307,1311,Serafina Italian Restaurant Time Hotel,"224 W 49th St, New York, NY 10019, USA",4.0,Laurie T,"Excellent pizza,  we got the VIP, It was similar to a Margarita, but with Fiore De Late mozzarella. Caesar salad dressing was very good with fresh parmesan. the spicy penne Ala vodka was very good.
I wish I had taken pictures of the food.",5.0,0.0,0.628,0.372,0.9672,0.0039419234,0.01706107,0.978997,0.98161465
1308,1312,Serafina Italian Restaurant Time Hotel,"224 W 49th St, New York, NY 10019, USA",4.0,Hailey,"We stayed at the Time New York hotel is this is connected to the restaurant. They have a breakfast agreement. They offered dry food like toast, cereals, yogurt, fruit, coffee and such for free. But if you wanted like eggs, meat or potatoes you had to pay additional for that. The omelets are a decent size so I split one with my mom. The bill was still decently low due to getting the toast and coffee for free. They have gluten free bread.",5.0,0.045,0.763,0.192,0.9313,0.010084664,0.75588006,0.23403522,0.59684825
1309,1313,Serafina Italian Restaurant Time Hotel,"224 W 49th St, New York, NY 10019, USA",4.0,Victoria Benson,"The food, drink, dessert, and service was absolutely amazing here! I came here twice and both times was hands down the best experience I've ever had at any restaurant in my entire life. The restaurant was so beautiful with the wine bottle walls and candle lite tables. I would 100% recommend this place.",5.0,0.0,0.745,0.255,0.9522,0.004082841,0.006785709,0.98913145,0.98640007
1310,1314,Serafina Italian Restaurant Time Hotel,"224 W 49th St, New York, NY 10019, USA",4.0,Teresa Wasenius,"We had some out of town guests come visit and found this restaurant while walking around. It was 4 pm. on a Sunday, and we were seated by these beautiful wine racks. We all ordered different drinks and different entrees. There was some sharing, and we all agreed the food presentation was amazing and wonderful. All the staff was incredible, considering there were so many choices it took us a while to order. The prices were equal to other restaurants in the area.",5.0,0.0,0.821,0.179,0.946,0.002160319,0.030828025,0.9670117,0.9791852
1311,1315,Dos Caminos,"1567 Broadway, New York, NY 10036, USA",4.0,Kathy D,Nice atmosphere large menu.  Had two appetizers.  Corn bread was a little disappointing.  It came out in a cast iron skillet so my expectation was for a great crust but there wasn’t one. Queso was okay.  Chips were not warm but were crispy.,3.0,0.086,0.765,0.149,0.4305,0.33002457,0.2895662,0.38040924,0.03015548
1312,1316,Dos Caminos,"1567 Broadway, New York, NY 10036, USA",4.0,John Maull,"One of my go to restaurants for a quick good pre-theater meal in Times Square just across from the TKTS booth,  I have dined at the bar here several times after buying half priced tickets. The Mexican food is good and fresh, and I recently enjoyed the salad with chicken.",4.0,0.0,0.79,0.21,0.886,0.0028686174,0.068893775,0.9282377,0.95838165
1313,1317,Dos Caminos,"1567 Broadway, New York, NY 10036, USA",4.0,Rino Wilhelm,Food was quite good - especially the fresh guacamole. We didn't find the entrance - the restaurant is huge and doesn't feel cozy at all. All in all it was ok - but we wouldn't come back or recommend it.,3.0,0.0,0.755,0.245,0.8119,0.106725134,0.1909017,0.7023732,0.6377363
1314,1318,Dos Caminos,"1567 Broadway, New York, NY 10036, USA",4.0,Nola,"I came here after a broadway show with my husband who is hard of hearing. They refused to allow us to put 2 tables together so that we could sit next to each other so I could be near his hearing ear DESPITE the restaurant being completely empty (see below). Trash service, server didn’t check on us once and I had to call over and say excuse me just to get the bill. Go elsewhere!",1.0,0.081,0.876,0.043,-0.4186,0.85879445,0.13117732,0.010028308,-1.2125746
1315,1319,Dos Caminos,"1567 Broadway, New York, NY 10036, USA",4.0,Eric Walters,"I ordered the chicken fajitas that were very good but a little skimpy on the rice, beans and tortillas for a $30 meal. Very loud at peak hours but a cool vibe.  Server kept us waiting and we had to ask others for water refills and for the bill. No free chips and salsa but worth the $5 to get their salsa that had a heavy garlic flavor. Dessert was a disappointment which was the chocolate lava and ice cream. Small and not that good.",4.0,0.076,0.755,0.169,0.8354,0.05945431,0.19112277,0.74942285,0.75580275
1316,1320,Smith's Bar,"701 8th Ave, New York, NY 10036, USA",4.1,Briana,"Nice pub right by the theatre district, making it super convenient to grab a drink and some food before a show. The place gets packed by 530pm! The soft pretzel with Guinness cheese dip was really good!",4.0,0.0,0.753,0.247,0.8879,0.002851774,0.018719276,0.978429,0.983511
1317,1321,Smith's Bar,"701 8th Ave, New York, NY 10036, USA",4.1,Adelson Smania,"A pub/bar located very close to the Times Square, in New York City. We've been there on a Saturday's evening, and it was easy to get a good table. Menu is limited for food - we've had the Truffle Fries and the Chicken Tenders, and both were good enough. The place offers a good variety of beers, and service was good - although there seem to be few people than needed to take care of all the tables.",4.0,0.022,0.751,0.227,0.9468,0.0037646305,0.1384132,0.8578222,0.92138183
1318,1322,Smith's Bar,"701 8th Ave, New York, NY 10036, USA",4.1,Peter Schmidt,"A nice place off the Broadway theater district to grab a decent bite to eat before or after a show. Very friendly service and good food. The Rosemary Mushroom Burger was flavorful and meaty, only downside was the bun was a bit dry. A fresh and yummy bun would've made this a 5-star. Same with the hot dogs, good dogs with sauerkraut and mustard, but the buns were a bit stale too. Still a great find because it was not super busy and it had quick and friendly service.",4.0,0.058,0.717,0.225,0.9389,0.0070204474,0.039382588,0.953597,0.96275765
1319,1323,Smith's Bar,"701 8th Ave, New York, NY 10036, USA",4.1,Bill Benner,"Didn’t eat, but as a tourist, sitting at the window table for a couple hours with a friend and just watching the street was pretty great. Bartender was very friendly.",5.0,0.0,0.548,0.452,0.9682,0.007673371,0.066762984,0.92556363,0.9474351
1320,1324,Smith's Bar,"701 8th Ave, New York, NY 10036, USA",4.1,Riaanna Jordan,"It's a great place to hang out and the atmosphere is nice. If ever Times Square check it out. The menu could use some more options butoverall,  it was a pleasant experience. The waiters were very pleasant and helpful.",4.0,0.0,0.659,0.341,0.9482,0.0049464605,0.01569808,0.9793554,0.9797847
1321,1325,Carnegie Diner & Cafe,"828 8th Ave, New York, NY 10019, USA",4.5,Sophie Vdk,"The food was exceptional, with fresh ingredients and delicious flavors. From classic diner fare to unique cafe specialties, every dish was top-notch.
The menu offered a wide variety of options to cater to different tastes and dietary preferences. Whether you're in the mood for breakfast all day, a hearty sandwich, or a refreshing salad, there's something for everyone.
The atmosphere was cozy and inviting, with a classic diner vibe combined with the charm of a neighborhood cafe. It's the perfect place to relax and enjoy a meal with friends or family.
The staff was friendly, attentive, and knowledgeable about the menu. They provided excellent service, ensuring that every aspect of the dining experience was enjoyable.
Despite being located in New York City, known for its high prices, the cafe and diner offered great value for the quality of food and service provided. The portion sizes were generous, and the prices were reasonable.
Overall, dining at this cafe and diner was a delightful experience, and I would highly recommend it to anyone looking for a delicious meal in a welcoming atmosphere.",5.0,0.0,0.72,0.28,0.9953,0.0030000017,0.024571903,0.9724281,0.98021406
1322,1326,Carnegie Diner & Cafe,"828 8th Ave, New York, NY 10019, USA",4.5,Paul Lelov,"A diner experience
that exceeded all expectations! From the moment we walked through the door, we were greeted with warm smiles and a welcoming atmosphere. The retro decor added to the charm, transporting us to a simpler time. The menu offered an extensive selection of classic
diner dishes, each one more tempting than the last. Whether it was the fluffy pancakes for breakfast or the juicy burger for lunch, every bite was a delight. And let's not forget about the friendly and attentive service—it truly made our dining experience
unforgettable. If you're looking for a taste of nostalgia and exceptional food, this diner is a must-visit!",5.0,0.0,0.785,0.215,0.9718,0.0022818665,0.011298229,0.98642,0.98864627
1323,1327,Carnegie Diner & Cafe,"828 8th Ave, New York, NY 10019, USA",4.5,Adam Giladi,We absolutely loved our brunch experience here last weekend. All the brunch classics — the pancakes are a must try! Such friendly and attentive staff as well. I’m a big old school diner fan so this place really hits the spot. Will be back to try the dinner menu soon!,5.0,0.0,0.776,0.224,0.9077,0.0024262976,0.0071565104,0.99041724,0.990356
1324,1328,Carnegie Diner & Cafe,"828 8th Ave, New York, NY 10019, USA",4.5,aokiji21,"I indulged in a remarkable Sunday brunch experience at this New York diner, and it undoubtedly deserves its five-star rating! The lively city ambiance seamlessly fused with the cozy charm of the diner, creating the perfect backdrop for a leisurely mid-morning meal. The Sunday brunch menu featured an enticing array of options, from classic favorites to inventive culinary creations. Each dish was a brunch masterpiece, beautifully presented and bursting with delightful flavors. The attentive and friendly staff provided impeccable service, ensuring a memorable and relaxed start to the day. The portions were generous, leaving me thoroughly satisfied. What truly sets this diner apart is its unwavering commitment to excellence in every detail, from the inviting atmosphere to the delectable Sunday brunch offerings. If you're in New York and looking for a top-notch Sunday brunch, this diner is an absolute gem that I wholeheartedly recommend!",5.0,0.0,0.637,0.363,0.9963,0.0025309257,0.012161356,0.9853077,0.987592
1325,1329,Carnegie Diner & Cafe,"828 8th Ave, New York, NY 10019, USA",4.5,Douglas Barbosa,"Tried 3 or 4 times to go and have brunch and finally the waiting line was short (about 10min). This place is great. It's most of the time full. Had an amazing waffle with fruits, a delicious capuccino, and eggs benedict. Seats are very next to each other but it's OK. Menu is very extensive and prices are very reasonable for the area. Reservation is recommended!",5.0,0.0,0.809,0.191,0.9134,0.0064144,0.038388617,0.95519704,0.9647697
1326,1330,Dim Sum Palace－best;canton;hong kong;chinese;cantonese;style;food;cuisine;dishes;dim sum;fast food;restaurant;soup;dumpling,"334 W 46th St, New York, NY 10036, USA",4.4,Forum Shah,"This is such a delicious dim sum place and they have a lot of great vegetarian options.

The staff are a little abrupt but honestly they are really busy so it makes sense. They do at least take the time to answer your questions and even pointed out all the veggie dishes for me.

Food: Food is excellent. It comes out really fast but you can tell that it's fresh. The noddles are oily as expected but the dim sum is amazing! We got a lot of the steamed items and it was so good.

Price: Such a great price considering the amount of food you're getting.

Atmosphere: This is definitely a super casual place.

Insta: @TheShahLALand",5.0,0.0,0.695,0.305,0.9931,0.0091418,0.050380424,0.9404777,0.95195526
1327,1331,Dim Sum Palace－best;canton;hong kong;chinese;cantonese;style;food;cuisine;dishes;dim sum;fast food;restaurant;soup;dumpling,"334 W 46th St, New York, NY 10036, USA",4.4,Rachel Tatano,We went here for dinner for the first night in NYC. We were sat quickly. The place is small and more of a traditional restaurant. The waiter came and took our orders and brought us our drinks then he disappeared for the rest of the night. He didn't check in on us or let us know what dish was which. The food was excellent and very flavorful. Our favorite was the Shumai with big chunks of shrimp.,4.0,0.023,0.892,0.085,0.7239,0.01207949,0.3859876,0.6019329,0.7768074
1328,1332,Dim Sum Palace－best;canton;hong kong;chinese;cantonese;style;food;cuisine;dishes;dim sum;fast food;restaurant;soup;dumpling,"334 W 46th St, New York, NY 10036, USA",4.4,Virinda Dembla Malik,"Go here for delicious Chicken juicy buns and Pan fried pork and chive dumplings. Their General Tso chicken is amazing. Great portions, good value for dollars spent. Nice service and decent vibes.
Would come back for the dumplings and juicy buns.",4.0,0.047,0.597,0.356,0.959,0.0038752009,0.020234942,0.97588986,0.9801945
1329,1333,Dim Sum Palace－best;canton;hong kong;chinese;cantonese;style;food;cuisine;dishes;dim sum;fast food;restaurant;soup;dumpling,"334 W 46th St, New York, NY 10036, USA",4.4,Bhakti Dalvi,"Spacious place, big menu
Schezuan mushroom dumpling - average
Chicken dumpling - very basic, not any flavor as such
Mini veg, pork and shrimp dumplings - the best ones. A lot of flavors packed.
Don't forget to ask for sauces, my take out didn't have any. Found the prices slightly on higher end.",3.0,0.024,0.815,0.161,0.7481,0.00807032,0.06183109,0.93009865,0.94890875
1330,1334,Dim Sum Palace－best;canton;hong kong;chinese;cantonese;style;food;cuisine;dishes;dim sum;fast food;restaurant;soup;dumpling,"334 W 46th St, New York, NY 10036, USA",4.4,Christy Edwards,This was the first time that I ever tried crispy duck and it was delicious! This place has quite a large menu and we did our very best to order and try as much as possible! All of the food was enjoyed and we had so much fun!,5.0,0.0,0.725,0.275,0.9513,0.0025922132,0.009180777,0.98822695,0.98892903
1331,1335,Havana Central Times Square,"151 W 46th St, New York, NY 10036, USA",4.3,D Bucksath,"Havana Central in Times Square was recommended to us by a couple people. Overall, it was decent but nothing stood out from any other Cuban restaurant I’ve been to. The service was mediocre, and the food was average. I enjoyed my empanadas, the Three Cheese was the best. Everything else was a bit dry. Any refills on drinks had to be requested. It is a very noisy establishment, but I also want to call out that it was clean.",3.0,0.029,0.78,0.191,0.9344,0.15662648,0.34960333,0.49377027,0.4336322
1332,1336,Havana Central Times Square,"151 W 46th St, New York, NY 10036, USA",4.3,Emily Harper,"I just want to start off by saying WOW!!! Fantastic service. I went here back in January on the 21st. The staff working that day were absolutely incredible and accommodated us perfectly. Food came fresh and hot. No complaints and everything tasted insanely good!!! Top tier restaurant and for sure worth the money. Can’t wait to come back for those empanadas!!!! We of course had to try the dessert and it was exquisite as well.

I also want to mention the music is loud, which I didn’t mind at all, but if you’re sensitive to loud sounds I would be cautious! There’s also plenty of TVs for those sports lovers out there.",5.0,0.041,0.751,0.207,0.9463,0.010884892,0.029222164,0.9598929,0.9581767
1333,1337,Havana Central Times Square,"151 W 46th St, New York, NY 10036, USA",4.3,Latisha G,"A few things with dining at this place. Very disappointed with the food being that we were celebrating our Anniversary.

The only reason for any stars was for the Cuban Sampler. I got the monthly special dish, braised oxtail. Highly disappointed and I DO NOT recommend. When receiving the plate the first thing I looked at was how poorly presented it was. It looked like the meat was thrown in. As I was eating I had to practically search for the meat from all the fat. Basically paid $27 for rice and fat.
The rice is not good. The rice is way too wet, mushy consistency. & it was the same for my partners dish.

We told the waitress and she apologized, but it should have honestly been a better solution than a piece of cake given all the money we spent.",2.0,0.052,0.824,0.124,0.8945,0.9250028,0.06747801,0.0075192796,-1.346246
1334,1338,Havana Central Times Square,"151 W 46th St, New York, NY 10036, USA",4.3,A A chong,Really good experience.  Nice customer service. Make a reservation; popular restaurant in Times Square and the Theaters in the area. Food had decent taste; expected more flavor. My friend and I both had to ask for additional sauce to fully enjoy the meal. Drinks are reasonable. A guava mojito cocktail was only $7. Food was prepared nicely.,5.0,0.0,0.693,0.307,0.9629,0.004852353,0.023087014,0.9720606,0.9763256
1335,1339,Havana Central Times Square,"151 W 46th St, New York, NY 10036, USA",4.3,Karin Smyth,"Service was very friendly and helpful.
Nice fresh and tasty food and a good atmosphere.
Enjoyed everything and would definitely recommend to anyone who loves the Taste of Mexican or Cuban specialities.
Great choice of Restaurant on our Day of arrival 02/19/24.
Go and check it out 😉🌶🍋‍🟩🍅🧄🥑🌽🫘🌮🥙",4.0,0.0,0.545,0.455,0.9832,0.0029288384,0.015849173,0.981222,0.9847533
1336,1340,Friedman’s At The Edison,"228 W 47th St, New York, NY 10036, USA",4.2,Daisy VC,"I booked a table at Friedman's at the Edison because a big part of their menu is gluten free. I have Celiac so I need to be careful when dining out. The food was good, but the real treat were the singing waiters. I didn't realize this when I chose the restaurant, but the waiters actually walk around and sing Broadway tunes. The performers of Gayle's Broadway Rose were amazing, such talent! It was dinner and a show all at once and we loved every minute of it! This evening was one of the highlights of our NY trip. We'll definitely be back next time!",5.0,0.0,0.763,0.237,0.9811,0.0074909865,0.07217072,0.92033833,0.9451872
1337,1341,Friedman’s At The Edison,"228 W 47th St, New York, NY 10036, USA",4.2,Diane Albanese,The place and food were very good. The thrill was listening to young waiters and waitresses sing to us as they walked around the dining room. Loved their enthusiasm and talent. Such a beautiful experience before we went to a Broadway show.,4.0,0.0,0.636,0.364,0.961,0.002906956,0.008771679,0.98832136,0.98834676
1338,1342,Friedman’s At The Edison,"228 W 47th St, New York, NY 10036, USA",4.2,Ronald Obmaces,"The food here is amazing, it is hard to believe it's almost entirely gluten free! Gluten free or not, this place is awesome and the food is fantastic. You MUST get the chicken wings and the fish & chips! Added bonus is that we went on a night they had the singing waiters/waitresses.",5.0,0.021,0.651,0.329,0.9713,0.004606278,0.01190161,0.9834921,0.98253345
1339,1343,Friedman’s At The Edison,"228 W 47th St, New York, NY 10036, USA",4.2,Erin Bryant,"Very allergy supportive. We were starving and the food was delicious so we didn’t get before pictures. Only one of us is celiac, but we all unintentionally ordered gluten free foods. Literally everything was delicious. The waiter was busy and didn’t notice we needed water refills; otherwise, great experience. We will be eating here again.",5.0,0.027,0.699,0.274,0.9603,0.008324721,0.022777217,0.96889806,0.9677996
1340,1344,Friedman’s At The Edison,"228 W 47th St, New York, NY 10036, USA",4.2,Craig Smith Insurance- Specializing in Medicare,The restaurant is located at the Edison hotel in Theatre District .They do take walk ins but I highly recommend making a reservation. This location gets very busy. After we were seated the waitress took our order which was good and the food arrived shortly after. Once we got our food we did not see her again. Getting refills on coffee and water took a bit of effort. Overall all the food was ok and the atmosphere was pleasant.,4.0,0.0,0.83,0.17,0.9412,0.07230512,0.6660776,0.26161724,0.48619837
1341,1345,La Masseria NY,"235 W 48th St, New York, NY 10036, USA",4.5,Doug Pauls,"My family enjoyed the most amazing Italian dinner.  Prior to seeing Ibsen's 'Enemy of the People' at the Circle in the Square Theatre, my siblings & parents (a party of 8) experienced delicious, authentic Italian cuisine.
Wonderful service (our waiter was the best), atmosphere & attention to our every request.
Every bite was Italian 'comfort' food at its best!  The seafood risotto was a highlight!
We could not have had a better experience for our first group dinner in NYC - thank you",5.0,0.057,0.651,0.292,0.9755,0.0025994813,0.015878003,0.98152256,0.9855623
1342,1346,La Masseria NY,"235 W 48th St, New York, NY 10036, USA",4.5,Thang Phu,"Excellent food and tea. The mozzarella appetizer is super fresh. The pasta is home made, fresh, and is very flavorful. The tiramisu is delicious and not overly sweet. The staff were very friendly and the atmosphere was very nice. I would definitely come back here in a heartbeat. If cost was not a consideration, I would rank them among the top 3 best Italian restaurants I have had in New York, and that's saying something.",5.0,0.027,0.631,0.342,0.9817,0.004435096,0.01246259,0.9831024,0.98268104
1343,1347,La Masseria NY,"235 W 48th St, New York, NY 10036, USA",4.5,Nadia,"Food was absolutely amazing. Best pasta I’ve had in NYC thus far. They make a few pastas from scratch so make sure to ask which ones! We got 2 of those meals that they make themselves. We did not get anything besides main course. The waiter wasn’t very friendly. Atmosphere was beautiful, calm, romantic. Decorated for beautifully for Christmas as well!",5.0,0.0,0.626,0.374,0.9833,0.009801852,0.026911177,0.96328694,0.96203977
1344,1348,La Masseria NY,"235 W 48th St, New York, NY 10036, USA",4.5,Vincent Spano,"This place has good food at reasonable prices for midtown Manhattan near the theater district. We split a Chicken Parmigiana and got a side of broccoli rabe. Both were quite good. Their pre meal bread was good but was served with lentils in olive oil. Certainly an interesting idea, but difficult to get the lentils on the bread.

Service was very good and the atmosphere is nice. This is not a Manhattan restaurant where you feel you are jammed into a tight spot.

We skipped dessert since we only went for lunch.",4.0,0.031,0.774,0.194,0.9413,0.005817472,0.04983071,0.9443518,0.96054095
1345,1349,La Masseria NY,"235 W 48th St, New York, NY 10036, USA",4.5,Danielle C.,"One of the best meals of my LIFE. This place is a godsend. My entire experience from start to finish was perfect. They happened to have a saffron risotto special on the night I went and it was out of this world. Their limoncello martini is also phenomenal. The atmosphere is lovely, staff is friendly and knowledgeable, and location is convenient for seeing a Broadway show. I would recommend this restaurant to everyone I know. Can't wait to come back!",5.0,0.0,0.735,0.265,0.9756,0.0039547444,0.0076761525,0.9883691,0.9862751
1346,1350,Oceana,"120 W 49th St, New York, NY 10020, USA",4.5,Super Aba,"Oceana in NYC is a haven for seafood lovers, consistently praised for its fresh, high-quality ingredients and impeccable service. Their seafood tower is a must-order, overflowing with glistening oysters, succulent shrimp, and tender lobster. Don't miss the scallops, cooked to perfection and swimming in a flavorful beurre blanc sauce. The friendly and attentive staff will make your dining experience truly unforgettable.",5.0,0.0,0.717,0.283,0.9592,0.0026368648,0.016981583,0.98038155,0.98491704
1347,1351,Oceana,"120 W 49th St, New York, NY 10020, USA",4.5,Alexey Ravin,"This restaurant was mentioned in the ‘Unreasonable Hospitality’ book by Will Guidara as a Mecca for the seafood, so I chose it for our anniversary dinner, I think that was the reason why we got the table next to the restroom entrance and a place where the waiters prepare the food to deliver… 🤷🏼‍♂️😹

Service wasn’t good at all, the waiter wasn’t able to describe the difference between the Chef’s set of 4 dishes and a la carte menu, he was only repeating ‘portions in a la carte are bigger, Chef’s set is smaller’… I was waiting to hear some recommendations, what is the must in this venue or what specials they have tonight…

So we went by a la carte…
Yellowtail crudo/Seared octopus/Lobster scampi pasta… the only reason that I put 2 stars in the food instead of 1 was Yellowtail, it was really good 👍🏻 , octopus - way too small for a $30 appetizer, amd grilled too much… Lobster scampi, their flagman $50 pasta was a bit over salted (that ruined the whole taste) and too fat.

Overall - it is definitely not the seafood Mecca, just a regular, a bit overpriced huge seafood place in the office area.",2.0,0.016,0.928,0.056,0.7717,0.19212252,0.68525106,0.122626364,0.17706811
1348,1352,Oceana,"120 W 49th St, New York, NY 10020, USA",4.5,Jim Ratchford,"You expect to find great food in NYC. Plenty of street vendors, cafés, restaurants. Then, sometimes you want to go upscale. We wanted seafood. Someplace elegant, but not too much. Oceana was a perfect fit. Loved the warm and cozy atmosphere. You enjoy fine wine. They have a deep selection with expert advice. The menu has options for everyone's seafood tastes. Our server was attentive but not pushy. Dessert  and after dinner drinks were perfect. A wonderful experience.",5.0,0.0,0.608,0.392,0.9909,0.005064557,0.028842201,0.96609324,0.9729175
1349,1353,Oceana,"120 W 49th St, New York, NY 10020, USA",4.5,gemaf,"Just had my dinner “experience” here. I can now die. I’ve had the best meal of my life!!!!!  I am from a seaside town in Sicily and this fish was comparable to the fish that is caught fresh daily. The food just melted in my mouth. It is slightly expensive but the satisfaction was worth every penny. You MUST try this establishment.
Ps.. staff was incredible. Thanks Felipe.",5.0,0.032,0.767,0.201,0.9188,0.0054727006,0.011903645,0.98262364,0.9803664
1350,1354,Oceana,"120 W 49th St, New York, NY 10020, USA",4.5,Neal Jhaveri,Delicious food and excellent service.  Wine pairings from the sommelier were a perfect complement to our meal.  Had a large party of 8 for an early pre-theater meal and they accommodated our timing.  Thoroughly enjoyed our experience.  Will come again.,5.0,0.0,0.648,0.352,0.9545,0.003511167,0.009655563,0.9868333,0.9863943
1351,1355,Brasserie 1605,"1605 Broadway Between 48th St. and, W 49th St, New York, NY 10019, USA",3.6,Brad Ridout,The waitress was incredibly slow the food was cold we had to wait over 20 minutes to get our check even then I'm not sure if we would have gotten it in time if we hadn't insisted and gone and tried to pay cash would not go back to this place. The manager was no help. It took over 15 minutes for the lady next to us to get a banana for her 2 year old grandchild.,1.0,0.07,0.896,0.034,-0.2173,0.92843944,0.065489076,0.0060714986,-1.3538432
1352,1356,Brasserie 1605,"1605 Broadway Between 48th St. and, W 49th St, New York, NY 10019, USA",3.6,Rebecca Collins,"I was very pleased with my dining experience at the restaurant.  I went before a Off-Broadway Show and had the Prix Fix menu.  The salad was delicious.  There were apples, pears, goat cheese, and baby greens in it along with hazelnuts. The Skirt Steak was delicious, but had a little spice kick to it. Very mild.  It came with carmelized onions that were very spicy, some baby greens that were also spicy and an amazing rice pilaf. Asparagus was the vegetable and it was delicious. For dessert, I had the Raspberry Sorbet that was to die for.  I did find that you could make a delicious drink with the Sorbet and some vodka! I also had the French Onion soup, which I found to be very average, sort of like what you would find in a diner. Great view of Times Square.  The ambiance was very nice.",4.0,0.032,0.759,0.209,0.9844,0.0026465326,0.020671604,0.9766818,0.98304784
1353,1357,Brasserie 1605,"1605 Broadway Between 48th St. and, W 49th St, New York, NY 10019, USA",3.6,Milmag,"Enjoyed eating breakfast here with my family for the past week. Kids 6-12 pay half price and under 6 eat free with a paying adult. There's a great selection of juices and cereals. A good hot station of food. The fruit could definitely be better than the pineapple and 2 types of melon each morning.  The bread is quite nice and the place is amazing. The views of Times Square and the fabulous, upscale restaurant is great! The three things that would make this place better is if there was an omlette station like most hotel restaurants, better assortment of fruit and if they had brown sugar for the tea or coffee.  Other than that, this restaurant is fantastic for breakfast.",4.0,0.009,0.682,0.309,0.9925,0.0033096117,0.023488905,0.97320145,0.9799815
1354,1358,Brasserie 1605,"1605 Broadway Between 48th St. and, W 49th St, New York, NY 10019, USA",3.6,Terry Shreve,"Great place to visit, Travis is the waiter you want. Extremely knowledgeable of the area. He made our trip a great one.",5.0,0.0,0.655,0.345,0.8591,0.0032903468,0.010775445,0.9859342,0.9863864
1355,1359,Brasserie 1605,"1605 Broadway Between 48th St. and, W 49th St, New York, NY 10019, USA",3.6,Devikka B M,"Thoroughly enjoyed our breakfasts here when we stayed at The Crowne Plaza, Times Square.",4.0,0.0,0.783,0.217,0.5563,0.0017066656,0.01837648,0.9799169,0.9865451
1356,1360,Junior's Restaurant & Bakery,"1515 Broadway @, W 45th St, New York, NY 10036, USA",4.4,Alicia Pope,"Nah for me. Reading other reviews and people seem to like it. The meals looked good but didn’t seem to taste the way they looked, but I feel like I went in with high expectations.  Very fun atmosphere for sure. I bet the desserts are good though, we didn’t get any. I would recommend a burger. I feel like you can’t go wrong there.",3.0,0.068,0.612,0.32,0.9627,0.01825897,0.07672083,0.90502024,0.9159922
1357,1361,Junior's Restaurant & Bakery,"1515 Broadway @, W 45th St, New York, NY 10036, USA",4.4,Doug Bush,"Fun diner in the heart of where the action is right off of Times Square, right next to the Marriot Marquis. The portion sizes are great and the atmosphere is fun the feel of a diner that’s been around for decades. American food and cheesecake is what this place is known for. If you’re looking for a place to sit down and eat that’s close to Times Square without the blaring music and flashy lights you can’t get away from, this is the place for you. Tip - if you get fries, ask them to be cooked longer than they usually cook them to get a crisper fry while keeping their soft inside. Also if you order the BLT, expect an obscene amount of bacon (good!). Generally, I’d say the service here is also good. I e been several times and it’s a place I plan to come back to.",4.0,0.025,0.886,0.09,0.8777,0.0032852928,0.026222644,0.970492,0.97867537
1358,1362,Junior's Restaurant & Bakery,"1515 Broadway @, W 45th St, New York, NY 10036, USA",4.4,Amanda Morris,We went here for dessert only (a little cheesecake in NYC!) Our server was funny and informative and helped us make our picks. The cheese cake was delicious! Slices are HUGE so consider sharing if you are a light eater. The restaurant space is big and was very clean with a comfortable atmosphere. This place is right off Times Square and I recommend you stop by for a slice!,5.0,0.027,0.696,0.277,0.9659,0.0023195208,0.013456726,0.9842238,0.9874729
1359,1363,Junior's Restaurant & Bakery,"1515 Broadway @, W 45th St, New York, NY 10036, USA",4.4,Kay Jay,"We went there specifically for the cheesecakes. I would recommend getting the plain cheesecake. It’s good, very rich and creamy. But might be a little too much for one person to finish. We also ordered the brownie explosion. But the brownie is so sweet that it overpowered the cheesecake. So unless overwhelming sweetness is your thing, the plain cheesecake should be sufficient.",4.0,0.0,0.773,0.227,0.9446,0.014408814,0.13243033,0.85316086,0.8977628
1360,1364,Junior's Restaurant & Bakery,"1515 Broadway @, W 45th St, New York, NY 10036, USA",4.4,April Hasenei,The cheesecake here is Number One!!! But don’t discount all the delicious burgers and great food that comes out of this place too!! We decided to go not with the whole cheesecake but a few of the amazing selection of cheesecake goodies they have.. we of course had to get the plain which by the way nothing plain about it.. it was creamy and tangy and just delicious..next was the red velvet cheesecake so soft and moist.. then came the carrot cake cheesecake omg this was so good with cinnamon and ginger and cream cheese frosting and a layer of amazing cheesecake… can’t forget the devils food cheesecake with the layers of soft chocolate cake fudge frosting and chocolate cheesecake I couldn’t stop eating it… the brownie cheesecake wasn’t my favorite because the brownie was hard and crumbly and didn’t go with the creamy cheesecake but still good… so many more to choose from so we will have to go back and try more at a later date…,5.0,0.06,0.775,0.165,0.977,0.0039939983,0.017096724,0.97890925,0.9814666
1361,1365,Proper Food,"1211 6th Ave, New York, NY 10036, USA",4.2,Sam Ridley,Food is great and overpriced. But the white manager lady is super rude and has bad energy. Hope they promote there other staff.  But I’m grateful for the food there and I recommend the health aspect just not the price or that one manager.,1.0,0.129,0.501,0.369,0.946,0.7767845,0.15770404,0.065511495,-1.0208132
